"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2023-03-29T11:20:50.000Z","text","책임은 돈으로 살 수 없다.","","","","",""
"2023-03-29T10:50:39.000Z","text","괴로움이 없는 가난함은 비참한 부자보다 낫다.","","","","",""
"2023-03-29T10:20:51.000Z","text","좀비는 로랜시아 광산 지하에서 출현한다.","","","","",""
"2023-03-29T09:50:38.000Z","text","평판은 최선의 소개장이다.","","","","",""
"2023-03-29T09:20:45.000Z","text","어떤 일이라도 노력을 하면, 한 것만큼의 효과가 있는 바이다.","","","","",""
"2023-03-29T08:50:40.000Z","text","가정 생활과 결혼 생활에서 가장 소중하고 중요한 것은 인내다.","","","","",""
"2023-03-29T08:20:47.000Z","text","아무 것도 베풀 것이 없는 마음은 깨달아 찾아 낼 것이 거의 없다","","","","",""
"2023-03-29T07:50:38.000Z","text","성력 8년=메니티에 의한 로랜시아 마을의 마법 확산","","","","",""
"2023-03-29T07:20:48.000Z","text","능력은 비난 속에서는 시들고 말지만, 격려 가운데서는 꽃을 피우는 법이다.","","","","",""
"2023-03-29T06:50:38.000Z","text","승자는 눈을 밟아 길을 만들지만. 패자는 눈이 녹기를 기다린다.","","","","",""
"2023-03-29T06:20:47.000Z","text","인생은 어느덧 지나간다.-그러니까 견딜만 하다.","","","","",""
"2023-03-29T05:50:39.000Z","text","불가항력에 대해서는 책임이 없다.","","","","",""
"2023-03-29T05:20:47.000Z","text","미래를 알고 싶으면 먼저 지나간 일들을 살피라.","","","","",""
"2023-03-29T04:50:40.000Z","text","남이 뭐라고 말하든 자신의 성격대로 살라.","","","","",""
"2023-03-29T04:20:50.000Z","text","가르친다는 것은 곧 두 번 이상을 배우는 것이다.","","","","",""
"2023-03-29T03:50:38.000Z","text","머맨(Mermen)은 해저동굴에 출현하지만 그다지 강하지 않은 녀석이지.","","","","",""
"2023-03-29T03:20:46.000Z","text","물의 남신 휴도라(Hudora)","","","","",""
"2023-03-29T02:50:40.000Z","text","부모의 좋은 습관보다 더 좋은 어린이 교육은 없다.","","","","",""
"2023-03-29T02:20:48.000Z","text","창조주 하스터(Hastur)","","","","",""
"2023-03-29T01:50:37.000Z","text","실험은 많이 하면 할수록 좋은 결과를 기대할 수 있다.","","","","",""
"2023-03-29T01:20:46.000Z","text","끝을 맺기를 처음과 같이 하면 실패가 없다.","","","","",""
"2023-03-29T00:50:40.000Z","text","모모스=비웃음의신","","","","2",""
"2023-03-29T00:20:46.000Z","text","그릇된 믿음이 우리의 모든 불행을 자초합니다.","","","","",""
"2023-03-28T23:50:38.000Z","text","포세이돈=제우스의 형으로 크로노스를 제압하고 세계를 3등분","","","","",""
"2023-03-28T23:20:49.000Z","text","제우스=그의 부인은 모두 7명이 있음","","","","",""
"2023-03-28T22:50:35.000Z","text","열매를 보고 나무를 안다.","","","","",""
"2023-03-28T22:20:45.000Z","text","위대한 과학자는 자신의 탐구에서 아무런 목적도 갖지 않는다.","","","","",""
"2023-03-28T21:50:36.000Z","text","가난해도 만족하는 사람은 부자이다.","","","","",""
"2023-03-28T21:20:41.000Z","text","이랬다 저랬다 하다.","","","","",""
"2023-03-28T20:50:37.000Z","text","동요( 動搖 )만 하고 있으면, 아무런 일도 성취하지 못한다.","","","","",""
"2023-03-28T20:20:41.000Z","text","성공은 사람의 나쁜 성격을 이끌어 내고, 실패는 좋은 성격을 길러준다.","","","","1",""
"2023-03-28T19:50:36.000Z","text","때가 오면 결말이 난다.","","","","",""
"2023-03-28T19:20:41.000Z","text","안녕 친구들..","","","","",""
"2023-03-28T18:50:35.000Z","text","사람의 마음 속에 있는 덕성은 보석과 같다.","","","","",""
"2023-03-28T18:20:43.000Z","text","고집으로 상대방을 이길 수는 없다. 당장 고쳐라.","","","","",""
"2023-03-28T17:50:37.000Z","text","타로스 : 녹색의 광채를 지닌 광물로, 매우 단단하며 무겁다","","","","",""
"2023-03-28T17:20:40.000Z","text","0014H=에이본 - 하스터(Hastur)의 의지에 따라 불변에 소재(메레다인)으로 예언서를 쓰다.","","","","",""
"2023-03-28T16:50:39.000Z","text","히페리온=그리스어로 하늘을 달리는 자라는 뜻","","","","",""
"2023-03-28T16:20:44.000Z","text","로랜시아의 검과 마법의 섬","","","","",""
"2023-03-28T15:50:35.000Z","text","굳은 인내와 노력을 하지 않는 천재는 이 세상에서 있었던 적이 없다.","","","","",""
"2023-03-28T15:20:40.000Z","text","바보는 모두가 벽이 있다.","","","","",""
"2023-03-28T14:50:40.000Z","text","장점과 훌륭한 예의는 어디서나 번영할 것이다.","","","","",""
"2023-03-28T14:20:47.000Z","text","혹 떼러 갔다가 혹 붙여 가지고 돌아오다.","","","","",""
"2023-03-28T13:50:40.000Z","text","사소한 일이라도 시작했으면 끝까지 하라.","","","","",""
"2023-03-28T13:20:47.000Z","text","우리의 고뇌는 모두 혼자 있을 수 없는 것에서 초래된다.","","","","",""
"2023-03-28T12:50:40.000Z","text","로랜시아의 최고의 성주 렉스.","","","","",""
"2023-03-28T12:20:47.000Z","text","과거는 과거로 파묻어 버려야 한다.","","","","",""
"2023-03-28T11:50:39.000Z","text","덕이란 중용이다.","","","","",""
"2023-03-28T11:20:49.000Z","text","덕이란 청결이다.","","","","",""
"2023-03-28T10:50:37.000Z","text","굶어서 맛없는 게 있다?","","","","",""
"2023-03-28T10:20:49.000Z","text","승자는 눈을 밟아 길을 만들지만. 패자는 눈이 녹기를 기다린다.","","","","",""
"2023-03-28T09:50:38.000Z","text","열매를 보고 나무를 안다.","","","","",""
"2023-03-28T09:20:45.000Z","text","포세이돈=제우스의 형으로 크로노스를 제압하고 세계를 3등분","","","","",""
"2023-03-28T08:20:49.000Z","text","슬기로운 자는 속으로 현명하게 처신하나 겉으로는 어리석게 행동한다.","","","","",""
"2023-03-28T07:20:46.000Z","text","그릇된 믿음이 우리의 모든 불행을 자초합니다.","","","","",""
"2023-03-28T06:50:38.000Z","text","케린어 Kiss = 접촉","","","","",""
"2023-03-28T06:20:46.000Z","text","누구나 제 고향에서 존경받기는 어렵다.","","","","",""
"2023-03-28T05:50:39.000Z","text","두려움 없는 마음은 가장 빠르게 정상에 도달한다.","","","","",""
"2023-03-28T05:20:48.000Z","text","기쁨이 없는 인생은 기름이 없는 등불과 같다.","","","","",""
"2023-03-28T04:50:41.000Z","text","겸손하되, 자신의 뜻을 분명히 밝혀라.","","","","",""
"2023-03-28T04:20:49.000Z","text","사람의 웃는 모양을 보면 그 사람의 본성을 알 수 있다.","","","","",""
"2023-03-28T03:50:37.000Z","text","케린어 Ilion = 광석","","","","",""
"2023-03-28T03:20:47.000Z","text","진짜 결점은 자신의 결점을 알면서도 고리쳐고 노력하지 않는 것이다.","","","","",""
"2023-03-28T02:50:39.000Z","text","모르페우스=꿈의 신, 히프노스의 아들","","","","",""
"2023-03-28T02:20:47.000Z","text","책임은 돈으로 살 수 없다.","","","","",""
"2023-03-28T01:50:38.000Z","text","끊임없는 진취적인 말로 사람의 마음을 북돋우라.","","","","",""
"2023-03-28T01:20:47.000Z","text","바랑=지옥군 총사령관, 대공 파리 교단의 최고훈장 수훈자","","","","",""
"2023-03-28T00:50:41.000Z","text","불의 남신 크투카(Cthugha)","","","","",""
"2023-03-28T00:20:47.000Z","text","고독은 방문하기엔 좋은 장소이나 머물러 있기엔 쓸쓸한 장소다.","","","","",""
"2023-03-27T23:50:40.000Z","text","로랜시아 여관의 주인은 홀리 그녀는 아직 결혼하지 않았지. ^^;","","","","",""
"2023-03-27T23:20:50.000Z","text","때가 오면 결말이 난다.","","","","",""
"2023-03-27T22:50:37.000Z","text","용기에는 불가능이 없다.","","","","",""
"2023-03-27T22:20:45.000Z","text","성자마다 진상.","","","","",""
"2023-03-27T21:50:35.000Z","text","사물에는 끝이 있는 법이다.","","","","",""
"2023-03-27T21:20:38.000Z","text","모든 깊은 긍정은 깊은 부정에서 시작한다.","","","","",""
"2023-03-27T20:50:39.000Z","text","릴리스=아름다운 여인의 모습으로 밤의 정령으로도 알려져있습니다.","","","","",""
"2023-03-27T20:20:41.000Z","text","인생은 어느덧 지나간다.-그러니까 견딜만 하다.","","","","",""
"2023-03-27T19:50:36.000Z","text","로랜시아 최대의 부자는 콥.. 콥은 어딘가에 많은 돈을 숨겨 두었을 거야","","","","",""
"2023-03-27T19:20:41.000Z","text","구체적인 형태로 목표를 세우고 기한을 정하라.","","","1","",""
"2023-03-27T18:50:36.000Z","text","욕체를 쓴 노동은 사람은 사람을 고귀하고 존귀하게 만든다.","","","","",""
"2023-03-27T18:20:41.000Z","text","빛의 신도 다난(Danann)","","","","",""
"2023-03-27T17:50:37.000Z","text","성격은 사람을 안내하는 운명의 지배자이다.","","","","",""
"2023-03-27T17:20:40.000Z","text","자진하여 나서기를 두려워하지 말 것.","","","","",""
"2023-03-27T16:50:38.000Z","text","크레이오스=12티탄중 1인으로 폰토스와 가이아 사이에서 낳은 딸","","","","",""
"2023-03-27T15:50:36.000Z","text","네크로멘서는 인간이 아닌것 같아..","","","","",""
"2023-03-27T15:20:40.000Z","text","인간은 자신의 단점을 극복할수록 그만큼 교만해진다.","","","","",""
"2023-03-27T14:50:40.000Z","text","기회는 새와 같은 것, 날아가기 전에 꼭 잡아라.","","","","",""
"2023-03-27T14:20:50.000Z","text","만족하면 진보는 멈추게 된다.","","","1","1",""
"2023-03-27T13:50:38.000Z","text","누구에게나 얻어맞기만 한다.","","","","",""
"2023-03-27T13:20:59.000Z","text","프로세르핀=그리스의 탄생을 관장하는 데메티르의 딸입니다.","","","","",""
"2023-03-27T12:50:40.000Z","text","알티브라키디온 : 브라키디온 20개의 크기의 정령석","","","","",""
"2023-03-27T12:20:46.000Z","text","행복은 습관이다. 그것을 몸에 지니라.","","","","",""
"2023-03-27T11:50:39.000Z","text","이독제독","","","","",""
"2023-03-27T11:20:49.000Z","text","국가의 명예는 그 나라의 최고의 가치있는 재산이다.","","","","",""
"2023-03-27T10:50:39.000Z","text","감정에 치우치는 논쟁이 반드시 상대에 대한 모욕이 된다고 할 수는 없다.","","","","",""
"2023-03-27T10:20:49.000Z","text","행복하다고 믿어야한다. 그렇지 않으면 행복은 결코 오지 않는다.","","","","",""
"2023-03-27T09:50:37.000Z","text","나는 과거를 연고하며, 미래를 산다.","","","","",""
"2023-03-27T09:20:45.000Z","text","젊을 때에 배움을 소홀히 하는 자는 과거를 상실하고 미래도 없다.","","","","",""
"2023-03-27T08:50:40.000Z","text","0036H=타이타러스(Titarus)의 월드창조 2차 - 피나모니(Pheonamoni)의 코어(Core) 생성","","","","",""
"2023-03-27T08:20:47.000Z","text","유익인X를 잡기 위해서는 성궁사의 활이 가장 적당하지","","","","",""
"2023-03-27T07:50:37.000Z","text","그림은 화가의 마음과 보는 사람의 마음을 연결하는 교량이다.","","","","",""
"2023-03-27T07:20:47.000Z","text","알티다니온 : 다니온 20개 크기의 정령석","","","","",""
"2023-03-27T06:50:38.000Z","text","산다는 것은 어느 꿈을 그리워하는 고독이다.","","","","",""
"2023-03-27T06:20:45.000Z","text","바보는 모두가 벽이 있다.","","","","",""
"2023-03-27T05:50:38.000Z","text","헤스티아=가정와 부엌의 여신","","","","",""
"2023-03-27T04:50:40.000Z","text","분노하여 가하는 일격은 종국에 우리는 자신을 때린다.","","","","",""
"2023-03-27T04:20:49.000Z","text","자비와 사랑, 그리고 동정심이 있는 곳에 신은 존재한다.","","","","",""
"2023-03-27T03:50:38.000Z","text","자신이 원하는 것, 되고 싶어하는 것을 확실하게 그려라.","","","","",""
"2023-03-27T03:20:46.000Z","text","때가 오면 결말이 난다.","","","","",""
"2023-03-27T02:50:39.000Z","text","남에게 가르치는 것은 반은 배우는 것이 된다.","","","","",""
"2023-03-27T02:20:47.000Z","text","케린어 Kiss = 접촉","","","","",""
"2023-03-27T01:50:38.000Z","text","미래는 현재에 의해서 없어진다.","","","","",""
"2023-03-27T01:20:46.000Z","text","궁핍은 영혼과 정신을 낳고, 불행은 위대한 인물을 낳는다.","","","","",""
"2023-03-27T00:50:40.000Z","text","국가는 시민의 하인이지 주인이 아니다.","","","","",""
"2023-03-27T00:20:46.000Z","text","로랜시아 광산 근처에서 최고 오란의 깃 발견","","","","",""
"2023-03-26T23:50:39.000Z","text","드래고니아 : 용의 화석과 응고된 용암의 혼합물","","","","",""
"2023-03-26T23:20:49.000Z","text","물의 여신 다뉴(Danu)","","","","",""
"2023-03-26T22:50:36.000Z","text","불의 남신 크투카(Cthugha)","","","","",""
"2023-03-26T22:20:45.000Z","text","겸손하되, 자신의 뜻을 분명히 밝혀라.","","","","",""
"2023-03-26T21:50:35.000Z","text","아테나=전쟁, 지혜, 자수의 여신, 제우스와 메티스의 딸","","","","",""
"2023-03-26T21:20:38.000Z","text","강대국의 책임은 세계를 지배하는 것이 아니라, 세계에 봉사하는 것이다.","","","","",""
"2023-03-26T20:50:38.000Z","text","카잘리온(Kazlion) 푸른 색의 희귀한 광물로 항상 표면이 차갑다","","","","",""
"2023-03-26T20:20:41.000Z","text","문명이 시작된 것은 인간이 처음 흙을 파고 씨를 뿌렸을 때이다.","","","","",""
"2023-03-26T19:50:35.000Z","text","산이 높을수록 골은 낮다.","","","","",""
"2023-03-26T19:20:40.000Z","text","인간은 기회를 발견하려고 노력하는 동시에, 스스로 그것을 만들어내기도 해야 한다.","","","","",""
"2023-03-26T18:50:35.000Z","text","헤라=신들의 여왕, 결혼, 질투, 여성의 여신, 제우스의 누나","","","","",""
"2023-03-26T18:20:42.000Z","text","돈이 장사다.","","","","",""
"2023-03-26T17:50:37.000Z","text","이독제독","","","","",""
"2023-03-26T17:20:44.000Z","text","0031H=하스터(Hastur) - 제7계 봉인, 아자토스 제 9계에 봉인","","","","",""
"2023-03-26T16:50:38.000Z","text","회화와 조각의 목적은 볼 줄 알게 되는 것이다.","","","","",""
"2023-03-26T16:20:45.000Z","text","당신이 행운을 잡으면 반드시 불행에 빠지는 사람도 있다.","","","","",""
"2023-03-26T15:50:35.000Z","text","지나치게 반성하는 사람은 성취하는 것이 별로 없다.","","","","",""
"2023-03-26T15:20:40.000Z","text","꿈을 계속 간직하고 있으면 반드시 실현할 때가 온다.","","","","",""
"2023-03-26T14:50:40.000Z","text","유익인X를 잡기 위해서는 성궁사의 활이 가장 적당하지","","","","",""
"2023-03-26T14:20:49.000Z","text","제우스=하늘과 올림프스산을 다스리며, 모라신화의 주피터와 동일시","","","","",""
"2023-03-26T13:50:37.000Z","text","사람의 웃는 모양을 보면 그 사람의 본성을 알 수 있다.","","","","",""
"2023-03-26T13:20:48.000Z","text","닉스=태고에 있었던 카오스때 한 부분을 차지했던 여신","","","","",""
"2023-03-26T12:50:41.000Z","text","자비와 사랑, 그리고 동정심이 있는 곳에 신은 존재한다.","","","","",""
"2023-03-26T12:20:47.000Z","text","왕국을 다스리는 것보다 가정을 다스리는 편이 어렵다.","","","","",""
"2023-03-26T11:50:39.000Z","text","순리에 따르라.","","","","",""
"2023-03-26T11:20:49.000Z","text","비판하는 사람들의 말에 일일이 대꾸하느라 시간을 낭비하지 마라.","","","","",""
"2023-03-26T10:50:38.000Z","text","과거는 죽은 것이다.","","","","",""
"2023-03-26T10:20:49.000Z","text","타로스 : 녹색의 광채를 지닌 광물로, 매우 단단하며 무겁다","","","","",""
"2023-03-26T09:50:38.000Z","text","금과 은은 불속에서 정련되어야 비로소 빛이 난다.","","","","",""
"2023-03-26T09:20:46.000Z","text","바다에 빠져 죽은 사람보다 술에 빠져 죽은 사람이 더 많다.","","","","",""
"2023-03-26T08:50:39.000Z","text","포세이돈=제우스의 형으로 크로노스를 제압하고 세계를 3등분","","","","",""
"2023-03-26T08:20:47.000Z","text","살아있는 풀 한 포기 이상의 신비는 없다.","","","","",""
"2023-03-26T07:50:38.000Z","text","결사대에 가기.","","","","",""
"2023-03-26T07:20:48.000Z","text","히페리온=그리스어로 하늘을 달리는 자라는 뜻","","","","",""
"2023-03-26T06:50:39.000Z","text","강대국의 책임은 세계를 지배하는 것이 아니라, 세계에 봉사하는 것이다.","","","","",""
"2023-03-26T06:20:46.000Z","text","도포 입고 논을 갈아도 제 멋이다.","","","","",""
"2023-03-26T05:50:38.000Z","text","셀레네-달의여신","","","","",""
"2023-03-26T05:20:47.000Z","text","해야 할 일이라고 깨달은 일에 대해서는 전력을 다하여 행하라.","","","","",""
"2023-03-26T04:20:50.000Z","text","차원의 수호자 움르 아트-타월(Umr At-Tawill)","","","","",""
"2023-03-26T03:50:38.000Z","text","튀케=운명의 여신","","","","",""
"2023-03-26T03:20:47.000Z","text","앙금이 가라앉기 전에 유종의 미를 잘 거두어라.","","","","",""
"2023-03-26T02:20:49.000Z","text","모든 깊은 긍정은 깊은 부정에서 시작한다.","","","","",""
"2023-03-26T01:50:38.000Z","text","로랜시아 광산 근처에서 최고 오란의 깃 발견","","","","",""
"2023-03-26T01:20:47.000Z","text","우리의 진정한 국적은 인류이다.","","","","",""
"2023-03-26T00:50:40.000Z","text","만약 지금, 이 일이 당신에게 기회라면 당신의 모든 것을 바쳐야만 한다.","","","","",""
"2023-03-26T00:20:46.000Z","text","제우스=하늘과 올림프스산을 다스리며, 모라신화의 주피터와 동일시","","","","",""
"2023-03-25T23:50:40.000Z","text","인생의 최고의 보람은 일을 즐겁게 하는데 있다.","","","","",""
"2023-03-25T23:20:49.000Z","text","끝이 좋으면 모두가 좋다.","","","","",""
"2023-03-25T22:50:36.000Z","text","교육의 목표는, 사실이 아닌 그 가치에 대한 지식이다.","","","","",""
"2023-03-25T22:20:45.000Z","text","인간이 계획하고, 신이 처리한다.","","","","",""
"2023-03-25T21:50:35.000Z","text","감사를 모르는 사람은 늘 가난하다.","","","","",""
"2023-03-25T21:20:38.000Z","text","내일 무엇을 해야 할지 모르는 사람은 불행하다.","","","","",""
"2023-03-25T20:50:38.000Z","text","아테나=전쟁, 지혜, 자수의 여신, 제우스와 메티스의 딸","","","","",""
"2023-03-25T20:20:43.000Z","text","끝을 맺기를 처음과 같이 하면 실패가 없다.","","","","",""
"2023-03-25T19:50:35.000Z","text","끼니를 걱정하는 사람에게 고상한 정신이 깃들기는 어렵다.","","","","",""
"2023-03-25T19:20:40.000Z","text","친족이 없는 것은 그늘이 없는 것과 같다.","","","","",""
"2023-03-25T18:50:35.000Z","text","사랑한다는 것과 안다는 것은 같은 것이 아니다.","","","","",""
"2023-03-25T18:20:42.000Z","text","보레아스=북풍의 신","","","","",""
"2023-03-25T17:50:36.000Z","text","한순간의 판단은 때로 평생의 경험과 맞먹을 만큼의 가치가 있다.","","","","",""
"2023-03-25T11:50:40.000Z","text","미소는 만물의 영장인 사람만이 가지고 있는 특권적인 표현법이다.","","","","",""
"2023-03-25T11:20:48.000Z","text","하나의 모범은 천 마디의 논쟁보다 더 가치 있는 것이다.","","","","",""
"2023-03-25T10:50:39.000Z","text","모모스=비웃음의신","","","","",""
"2023-03-25T10:20:50.000Z","text","왕궁을 통치하는 것보다 가정을 다스리기가 더 어렵다.","","","","",""
"2023-03-25T09:20:46.000Z","text","경제적으로 올바른 것은 도덕적으로도 올바르다.","","","","",""
"2023-03-25T08:50:41.000Z","text","인간은 목표를 추구하도록 만들어 놓은 존재다.","","","","",""
"2023-03-25T08:20:48.000Z","text","가족에게 자상하지 않으면 헤어진 뒤에 후회한다","","","","",""
"2023-03-25T07:50:37.000Z","text","땅의 남신 슈브(Shub)","","","","",""
"2023-03-25T06:50:38.000Z","text","나는 과거를 연고하며, 미래를 산다.","","","","",""
"2023-03-25T06:20:46.000Z","text","좋은 기회는 좀처럼 생기지 않으며 쉽사리 잃는다.","","","","",""
"2023-03-25T05:50:40.000Z","text","하나의 작은 꽃을 만드는 데도 오랜 세월의 노력이 필요하다.","","","","",""
"2023-03-25T05:20:49.000Z","text","기억해 내는 힘이 아닌 잊는 힘이야말로 우리들이 살아가는데 더 필요한 것이다.","","","1","",""
"2023-03-25T04:50:41.000Z","text","자신이 원하는 것, 되고 싶어하는 것을 확실하게 그려라.","","","","",""
"2023-03-25T04:20:50.000Z","text","공짜로 주는 것은 아무말 않고 기꺼이 받는 법이다.","","","","",""
"2023-03-25T03:50:38.000Z","text","겁이 많은 개일수록 큰소리로 짓는다.","","","","",""
"2023-03-25T03:20:47.000Z","text","누구에게나 인정할 것은 인정해 주라.","","","","",""
"2023-03-25T02:50:41.000Z","text","슬기로운 자는 속으로 현명하게 처신하나 겉으로는 어리석게 행동한다.","","","","",""
"2023-03-25T02:20:48.000Z","text","안녕 친구들..","","","","",""
"2023-03-25T01:50:40.000Z","text","만사는 끝났다. 더 바랄 것은 아무것도 없다.","","","","",""
"2023-03-25T01:20:48.000Z","text","0001H=하스터(Hastur)의 자녀 창조=엘, 볼바도스","","","","",""
"2023-03-25T00:50:42.000Z","text","겸손은 육체의 양심이다.","","","","",""
"2023-03-25T00:20:49.000Z","text","오늘의 하나는 내일의 둘의 가치가 있다.","","","","",""
"2023-03-24T23:50:40.000Z","text","백 리를 가는 사람은 구십 리를 반으로 생각한다.","","","","",""
"2023-03-24T23:20:52.000Z","text","경험은 지식의 어머니이다.","","","","",""
"2023-03-24T22:20:46.000Z","text","남에게 기만당하는 것은 결코 아니다. 스스로 자기를 기만하는 것이다.","","","","",""
"2023-03-24T21:50:36.000Z","text","국가의 명예는 그 나라의 최고의 가치있는 재산이다.","","","","",""
"2023-03-24T21:20:40.000Z","text","도덕이란 아마도 심술의 가장 잔혹한 형태일 것이다.","","","","",""
"2023-03-24T20:50:39.000Z","text","부패한 사회일수록 많은 법률이 존재한다.","","","","",""
"2023-03-24T20:20:43.000Z","text","고통이 남기고 간 뒤를 보라! 고난이 지나면 반드시 기쁨이 스며든다.","","","","",""
"2023-03-24T19:50:36.000Z","text","행복이란 스스로 만족하는 점에 있다.","","","","",""
"2023-03-24T19:20:41.000Z","text","국가의 가치는 결국 그것을 구성하는 개개인의 가치이다.","","","","",""
"2023-03-24T18:50:36.000Z","text","특별한 오란의 깃만 있다면 언제든지 골든고렘과 싸울수 있다.","","","","",""
"2023-03-24T18:20:43.000Z","text","로랜시아의 검과 마법의 섬","","","","",""
"2023-03-24T17:50:38.000Z","text","프로세르핀=그리스의 탄생을 관장하는 데메티르의 딸입니다.","","","","",""
"2023-03-24T17:20:40.000Z","text","당신이 깨어, 실천하기 까지는 그 어떤 꿈도 이루어지지 않는다.","","","","",""
"2023-03-24T16:50:37.000Z","text","창조주 하스터(Hastur)","","","","",""
"2023-03-24T16:20:45.000Z","text","땅의 여신 브라키(Brakie)","","","","",""
"2023-03-24T15:50:37.000Z","text","빛의 남신 볼바도스(Vorvadoss)","","","","",""
"2023-03-24T14:50:47.000Z","text","자기 신뢰가 성공의 제 1의 비결이다.","","","","",""
"2023-03-24T14:20:59.000Z","text","국가의 명예는 그 나라의 최고의 가치있는 재산이다.","","","","",""
"2023-03-24T13:50:44.000Z","text","누구에게나 얻어맞기만 한다.","","","","",""
"2023-03-24T13:21:06.000Z","text","장님 나라에서는 애꾸가 복된 자 이다.","","","","",""
"2023-03-24T12:50:41.000Z","text","아무 것도 베풀 것이 없는 마음은 깨달아 찾아 낼 것이 거의 없다","","","","",""
"2023-03-24T12:20:47.000Z","text","오늘의 하나는 내일의 둘의 가치가 있다.","","","","",""
"2023-03-24T11:50:40.000Z","text","로댕의 생각하는 사람은 세번이나 거절당했던 작품이다.","","","","",""
"2023-03-24T11:20:49.000Z","text","사탄=지옥의 왕으로 악마의 군주요 아마겟돈의 피를 주는 자입니다.","","","","",""
"2023-03-24T10:50:39.000Z","text","공포로 인한 고통은 사람의 모습을 어리석고 추악하게 만든다.","","","","",""
"2023-03-24T10:20:49.000Z","text","제우스=벼락의 신이라는 뜻으로 크로니온이라 불리기도 함","","","","",""
"2023-03-24T01:50:38.000Z","text","우리들이 연애를 하고 있는 동안은 서로를 용서하게 된다.","","","","",""
"2023-03-24T01:20:48.000Z","text","험한 언덕을 오르려면 처음에는 서서히 걸어야 한다.","","","","",""
"2023-03-24T00:50:39.000Z","text","앙금이 가라앉기 전에 유종의 미를 잘 거두어라.","","","","",""
"2023-03-24T00:20:46.000Z","text","슈퍼킹 = 로랜시아 최초의 길드 마스터","","","","",""
"2023-03-23T23:20:50.000Z","text","남에게 가르치는 것은 반은 배우는 것이 된다.","","","","",""
"2023-03-23T22:50:37.000Z","text","가르친다는 것은 곧 두 번 이상을 배우는 것이다.","","","","",""
"2023-03-23T22:20:47.000Z","text","땅의 남신 슈브(Shub)","","","","",""
"2023-03-23T21:50:38.000Z","text","당신이 깨어, 실천하기 까지는 그 어떤 꿈도 이루어지지 않는다.","","","","",""
"2023-03-23T21:20:41.000Z","text","재난이 닥쳐올 때는 부딪치는 것이 좋다.","","","","",""
"2023-03-23T20:50:39.000Z","text","젊고 예쁜 얼굴에 키스하기 바보도 때로는 좋은 충고를 한다.","","","","",""
"2023-03-23T20:20:43.000Z","text","위대한 과학자는 자신의 탐구에서 아무런 목적도 갖지 않는다.","","","","",""
"2023-03-23T19:50:36.000Z","text","미래야말로 모든 비밀 중에서 가장 큰 비밀이다.","","","","",""
